_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,languagecomment:confidence,articletitle,text,bodylen,insdt,languagecomment_gold,link,serial,words
1222304339,FALSE,finalized,3,4/30/2017 23:32:35,0,1,عالم بلا طفل مهمَل,يا سيدتىان تدفعىالسيدات العربيات من نومهن فلن يستوعبن اننا بعهد جديد وللمراة دور مهم وعظيم للامة,96,44:09.6,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/32ca30aa-ff15-46e6-b71b-e1816fdbfb7b,52567,16
1222304332,FALSE,finalized,3,4/30/2017 23:32:35,0,1,عالم بلا طفل مهمَل,نتمنى أن تكون كالأم تريزا .,27,38:20.3,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/32ca30aa-ff15-46e6-b71b-e1816fdbfb7b,52555,6
1222304326,FALSE,finalized,3,4/30/2017 23:30:58,0,1,عالم بلا طفل مهمَل,أكاد أسمع أطفال سوريا و هم يسألون هل هى دعوة خالصة لوجة الرحمن أم أن هناك شيئا آخر يدبر لهم ؟؟ الوقت سيخبرهم لأن الثقة تكتسب بالأفعال ..  الأفعال فقط .,151,49:10.0,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/32ca30aa-ff15-46e6-b71b-e1816fdbfb7b,52548,31
1222304292,FALSE,finalized,3,4/30/2017 23:22:25,0,1,عالم بلا طفل مهمَل,نحن نؤيدكم يا صاحبةالسمو و نحميكم بمقدار وسعنا,46,53:33.7,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/32ca30aa-ff15-46e6-b71b-e1816fdbfb7b,52493,8
1222302015,FALSE,finalized,3,4/30/2017 12:37:19,0,0.6668,هل يقوى الحزب الحاكم في تركيا بضعف معارضيه؟,يقوى او يظعف بكلمة الشعب وباعلدل والديموقراطية والمساوات وليس كمثلنا منصب من الاستعمار ويبيذ الشعب,98,03:43.2,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/385cdded-5e65-4528-97aa-d58e27d5b7eb,47823,15
1222305792,FALSE,finalized,3,05/01/2017 10:56,0,1,مستقبل شاحب للديمقراطية في العالم العربي,عيشو كما عاشوا اجدادكم.,23,08:11.7,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/39554c08-7902-479f-9cca-caf45dba42c5,55406,4
1222279378,FALSE,finalized,3,4/27/2017 16:17:10,0,0.6719,"فتاوى اللجوء إلى ""دار الكفر"" ودلالاتها",الكاتب علماني و لكنه استاذ بالاسلام,35,35:45.3,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/39c5f318-f310-47a8-b446-871d5b520a37,2169,6
1222306202,FALSE,finalized,3,05/01/2017 14:28,0,0.672,أولويات أميركية حائرة بين نووي إيران وعملية السلام,الحل اوحید هو : ان الضفه الغربیه و السلطه تکون مثل غزه.,55,30:59.4,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/3e6dfe85-1d8f-417c-a582-255b524fc304,56267,12
1222309822,FALSE,finalized,3,05/02/2017 20:52,0,1,صفقات لوزان.. تاريخ من استهداف العرب,هل يمكن نعرف معايير جودة هذا المقال لنشره بالجزيرة، وشكرا إن نشرتم هالكلام .,76,58:14.6,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/3f6b4fde-3bc5-420c-b59b-4976baadb2da,63911,14
1222282681,FALSE,finalized,3,4/28/2017 11:59:03,0,0.6624,روسيا الإمبريالية من أوكرانيا إلى سوريا,اللهم ارنا عجائب قدرتك اللهم ارسل على هاذه الحشود الاجراميه باسلحتها في سوريا والعراق  طيور ابابيل ترميهم بحجاره من سجيل حسبنا الله ونعم الوكيل,143,22:03.1,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/401a34ec-f4c2-441f-903a-c2f982d35bc3,8599,24
1222295382,FALSE,finalized,3,4/29/2017 13:35:37,0,0.6614,محنة العرب,محنتنا منا,10,10:53.6,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/40b0dc74-6e47-4d39-a872-720bcb8097ac,34691,2
1222281747,FALSE,finalized,3,4/28/2017 10:33:44,0,1,اغتيال ثورة,الاخوان ....ما هي علاقتهم بالولايات المتحدة الريس مرسي اولاده يحملوا الجنسية الامريكية وهو عاش شبابه في امريكا,110,34:13.8,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/4f3e9b78-6cd7-49e7-9547-6ab137e9a1cc,6816,17
1222298877,FALSE,finalized,3,4/29/2017 22:55:03,0,1,خامنئي يلغم المفاوضات النووية,سيدي الكاتب، لماذا لا تكتب عن مفاعل ديمونا الاسرائيلي فهو اقرب بكثير من الاردن و انتج حتى الآن اكثر من 200 قنبلة نووية!.,120,03:27.5,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/50be05ef-5692-4546-8402-a798420ff4f2,41674,23
1222308936,FALSE,finalized,3,05/02/2017 14:25,0,0.6465,مجازر الأرمن.. بين حوامل التاريخ وأبعاد السياسة,على مر التاريخ ساعد الأرمن كل الحملات الصليبية التي مرت على بلادهم,66,52:59.0,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/52b39957-7830-427a-b0b1-64cc8b221329,62268,12
1222289744,FALSE,finalized,3,4/28/2017 20:39:07,0,0.6664,عن الأفق الجديد لحروب الشوارع السياسية,وكما توجد سياسة ببلدان حكام اليهوذ,34,56:19.1,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/543ad341-5340-4650-896b-f1bf7239c7d1,23289,6
1222293591,FALSE,finalized,3,4/29/2017 09:00:15,0,1,اليمن ما بعد عدن,عن أبي سعيد الخدري رضي الله عنه قال : سمعت رسول الله صلى الله عليه وسلم يقول : ( من رأى منكم منكرا فليغيره بيده ، فإن لم يستطع فبلسانه ، فإن لم يستطع فبقلبه ، وذلك أضعف الإيمان ) رواه مسلم .,190,36:28.7,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/56513e48-8839-45e9-8f24-fe217072bfc7,31101,43
1222287936,FALSE,finalized,3,4/28/2017 16:27:04,0,0.6892,الوجوه والأقنعة والمفارقات في الخطاب الأميركي,بسم الله الرحمن الرحيم... صح النوم يادكتور!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,75,41:30.2,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/57dbcbed-c2e1-4d0c-a9e9-9e9e7d84d012,19405,7
1222287935,FALSE,finalized,3,4/28/2017 16:27:04,0,0.6882,الوجوه والأقنعة والمفارقات في الخطاب الأميركي,صباح الخير بالليل .. حمدالله على السلامة,40,59:23.1,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/57dbcbed-c2e1-4d0c-a9e9-9e9e7d84d012,19403,7
1222297086,FALSE,finalized,3,4/29/2017 17:39:06,0,0.6703,الخليج الجديد في السيناريو الغربي ,"باقية و  تتمدد بإدن الله,  شئتم أو أبيتم !",42,47:57.9,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/58dabfd8-6d37-4d01-85b7-868bf72c8406,38160,9
1222297084,FALSE,finalized,3,4/29/2017 17:44:14,0,0.6519,الخليج الجديد في السيناريو الغربي ,نظام الأسد .. هل تذكرون اغتيال 40 من قيادات احرار الشام؟ من فعلها؟! هناك تنسييق بين النظام السوري و امريكا لقصف مواقع جبهة النصرة.. اللهم انصر عبادك المجاهدين,158,15:11.8,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/58dabfd8-6d37-4d01-85b7-868bf72c8406,38145,28
1222301892,FALSE,finalized,3,4/30/2017 11:55:49,0,1,مهزلة الإعلام العربي,إن شاء الله يقرؤلك الجماعة لنشريلك الموضوع، فكأنهم هم,53,31:19.5,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/5a315488-40c3-493e-a8b4-f5346f5314cc,47582,9
1222300248,FALSE,finalized,3,4/30/2017 08:04:32,0,0.6739,محنة المثقف العربي وتجلياتها في تجربة الثورة,للعموري محمد. لاادري إن كانت مشكلتك أنك لم تفهم ماكتبتُ. وأنا بالمقابل لم  أفهم ماكتبتَ !!!!!؟؟؟ واحيطك علما اني رجل ولست انثى.,127,13:06.0,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/5b3700bd-2fb9-43ea-9c82-66e4827aa5c8,44435,22
1222290967,FALSE,finalized,3,4/28/2017 21:46:36,0,1,كسر حاجز الخوف طريق لقهر الاستبداد,كﻻم عميق وفي الصميم,19,44:38.3,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/5e82e39c-5e21-4296-9b26-f6e3df3255f2,25881,4
1222290901,FALSE,finalized,3,4/28/2017 21:42:25,0,1,كسر حاجز الخوف طريق لقهر الاستبداد,شكرا للجزيرة لو أفادتنا بتعريفنا بالصحف التي عمل فيها  جهاد صفر في أوروبا، والمراكز البحثية التي عمل فيها كخبير في مجال الحريات والإستراتجية مثلما هو مكتوب ، وشكرا,163,30:11.2,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/5e82e39c-5e21-4296-9b26-f6e3df3255f2,25707,28
1222290842,FALSE,finalized,3,4/28/2017 21:42:08,0,0.6711,كسر حاجز الخوف طريق لقهر الاستبداد,مقنع!!,6,15:07.4,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/5e82e39c-5e21-4296-9b26-f6e3df3255f2,25600,1
1222302551,FALSE,finalized,3,4/30/2017 14:13:30,0,0.6653,إخوان مصر على مفترق طرق,فثورتنا لا تقبل اخوان فنحن كلنا اخوة المسلمون,45,11:51.4,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/5f71f5fa-3f64-4e3f-b3d8-b5c942180a15,48862,8
1222300887,FALSE,finalized,3,4/30/2017 09:41:16,0,1,هل تشهد مصر صراعا دينيا؟,الله يوحي الى الرسل و الانبياء وكذلك الشيطان يوحي الى عباده ايضا لقوله تعالى و ان الشياطين ليوحون الى اوليائهم سورة الانعام الاية 121,133,19:30.2,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/60c35b4e-83a5-4193-8dab-1bf662d8ff9b,45635,24
1222300786,FALSE,finalized,3,4/30/2017 09:32:28,0,0.6971,هل تشهد مصر صراعا دينيا؟,نحترم كثير من افكار السيدين الدكتور جمال حشمت والشيخ حمد بن راشد المكتوم ولو انه، نبي نشوف لهم مقالات إذا امكن,110,42:16.0,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/60c35b4e-83a5-4193-8dab-1bf662d8ff9b,45427,21
1222294801,FALSE,finalized,3,4/29/2017 11:47:27,0,1,زيارة حماس للمملكة.. قراءة في الأهداف وأوضاع المنطقة,مع احترامي لكل ما كتب صاحب المقال لكن أعتقد أن الزياره كانت زيارة مفاوضات و ليست زيارة ترميم علاقات، فالسعوديه تتوسط لإطلاق الأسرى الاسرائليين لدى الحركه بطلب من نتنياهو.,170,50:26.4,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/62ec70cd-16fa-49e2-ab82-4cd39b0b3120,33542,29
1222294742,FALSE,finalized,3,4/29/2017 11:41:58,0,0.6656,زيارة حماس للمملكة.. قراءة في الأهداف وأوضاع المنطقة,السعودية تخلت عن فلسطين منذ زمن بعيد عندما سارت في المفاوضات الفاشلة فهي جلست على الطاولة من موقع ضعف اولا ثم شراكة مع السيد الامريكي المتماهي مع الاحتلال الاسرائيلي لذلك فلن تعود العقارب الى الوراء.,199,57:18.4,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/62ec70cd-16fa-49e2-ab82-4cd39b0b3120,33446,35
1222294681,FALSE,finalized,3,4/29/2017 11:27:08,0,0.6612,زيارة حماس للمملكة.. قراءة في الأهداف وأوضاع المنطقة,اغنيه في التالته يمين جميله,27,50:24.1,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/62ec70cd-16fa-49e2-ab82-4cd39b0b3120,33304,5
1222290790,FALSE,finalized,3,4/28/2017 21:37:14,0,0.6642,تركيا والدولة الأكثر خطرا عليها,اي عام يا رجل ؟ تركيا ثاني دولة تعترف باسرائيل وبعد 15 ساعة من اعلانها.,71,12:04.8,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/639a66d6-fd00-4366-a99b-963479b303ef,25507,15
1222297512,FALSE,finalized,3,4/29/2017 19:10:43,0,0.6503,العروبة ووشائج اللغة,اللغة العربية لا مستقبل لها وسوف تزول عما قريب,46,09:19.1,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/69a6c614-8c8b-49d4-9020-ee863e31902c,39037,9
1222283004,FALSE,finalized,3,4/28/2017 11:48:57,0,1,روسيا والخليج.. تقارب محفوف بالعوائق,الخليج الفارسي يجب ان يكون بعيد عن التجاذبت الخارجية من غير الدول المطلة على الخليج الفارسي,91,17:48.2,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/6a13ad04-f563-45b9-ae03-bbee856daf0e,9228,16
1222292834,FALSE,finalized,3,4/29/2017 04:55:42,0,1,هل فشل الغرب في إدارة العالم؟,اين انت يارجل؟ لقد افتقدنا تلك التي ربما من حيث هكذا ويا سلام واما روعة منذ ايام الثورة عندما فليس لها كل الذي رأته احيانا فلا مانع من ان حيثما تكون. الحمد لله على سلامتك.,171,55:45.2,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/6ac6b033-6af2-42ca-94fe-9ed428847850,29587,35
1222279791,FALSE,finalized,3,4/28/2017 08:20:57,0,0.6711,أردوغان والفرصة الثانية,مع الأسف الترجمة ركيكة,22,34:38.1,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/6b21bcac-2f3d-4231-9180-8def732f5224,3010,4
1222309149,FALSE,finalized,3,05/02/2017 14:51,0,1,"قراءة في ""فقه التغيير"".. من وحي الأحداث الأخيرة",يجب ان تحمدوا الله على التغيير فنحن لسنا شعوب ولا دول,53,37:14.0,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/6c958e26-bf30-485b-b535-afe4604950b6,62674,11
1222292147,FALSE,finalized,3,4/29/2017 01:49:57,0,0.6854,الشروط السبعة للانتصار على الإرهاب.. تونس نموذجا,"بسم الله الرحمن الرحيم
 وَلَكُمْ فِي الْقِصَاصِ حَيَاةٌ يَاْ أُولِيْ الأَلْبَابِ لَعَلَّكُمْ تَتَّقُونَ 179البقرة
ﻟﺴﺕ ﺃﻓﻀﻞ ﻤﻦ ﺭﺐ ﺍﻟﻌﺎﻟﻤﻴﻥ.",138,19:31.4,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/6ca99332-697d-4f19-ad18-05883c22c21e,28352,18
1222281573,FALSE,finalized,3,4/28/2017 10:03:31,0,0.6785,موسكو ورحلة البحث عن مخرج من سوريا,"أود أن أعلمكم أن التعليق المنشور هنا باسم نور لست مسؤول عنه ذلك أنني لم أكتبه باسمي المعتاد نور ,امل أن تتأكدو من البريد الالكتروني المصحوب دائما باسم نور شكرا",159,31:34.0,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/6d896bd3-f5be-44a2-8957-8004e69745a9,6501,30
1222281555,FALSE,finalized,3,4/28/2017 10:16:13,0,0.6772,موسكو ورحلة البحث عن مخرج من سوريا,عليك الا تنتحل اسماء آخرين من المعلقين. واسم نور مستعمل من قبلك!!!؟؟,68,50:23.8,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/6d896bd3-f5be-44a2-8957-8004e69745a9,6468,12
1222279470,FALSE,finalized,3,4/28/2017 07:54:05,0,0.6766,"فشل السيسي و""حديث المؤامرة""","السيسى باق و لفترة رئاسية ثانية سواء سقطت طائرة أو لم تسقط أما الجماعة الارهابية فقد ذهبت مع الريح و بدون رجعة ,.. و تحيا مصر و السيسى رئيس مصر .",145,09:07.9,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/6fb578c7-ad03-45db-9603-a47a077b05b0,2348,31
1222280561,FALSE,finalized,3,4/28/2017 09:08:35,0,1,الحاجة إلى إسلام سياسي جديد,لا يوجد اسلام سياسى يا رجل وثورتنا تفصل الدين عن السياسة وكالدول المتقدمة,73,41:56.1,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/71b269ad-ecf3-437b-a7fe-da3a0a63cf2c,4524,13
1222280485,FALSE,finalized,3,4/28/2017 08:56:39,0,0.6775,الحاجة إلى إسلام سياسي جديد,كعادتك تفكر تحت ضغط اللحظة,26,07:22.2,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/71b269ad-ecf3-437b-a7fe-da3a0a63cf2c,4393,5
1222294284,FALSE,finalized,3,4/29/2017 10:24:31,0,0.6683,الصفقة الإيرانية التي تأخرت عشر سنوات,كلام فارغ,9,03:15.2,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/73c33237-304d-45a3-8e83-d6388c3677fd,32478,2
1222300443,FALSE,finalized,3,4/30/2017 08:50:28,0,1,تحويل السنة إلى طائفة,ولهذا أيدنا تنظيم الدولة .,26,17:42.4,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/765784c8-477e-4c6f-b15c-357024f80c5b,44781,5
1222284751,FALSE,finalized,3,4/28/2017 13:07:36,0,1,روسيا تحتل سوريا,كاتب فلسطيني؟؟؟؟؟؟,18,35:40.0,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/770f8545-10be-4a64-9e79-11f64f1c4578,12833,2
1222303746,FALSE,finalized,3,4/30/2017 21:17:51,0,1,كيف نختار الأمين العام التالي للأمم المتحدة,الامم المتحدة ستتغير بالثورة  وحنشوف من لهحق الفيتو,51,52:16.5,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/7830915e-16db-4eff-82f8-689021b31bba,51354,8
1222281896,FALSE,finalized,3,4/28/2017 10:43:01,0,0.6591,حلف موسكو.. المخطط والتوكيل الغربي,لو يفحمنا الكاتب بمقال عن دور الدول العربية الغير معلن وبالأخص السعودية في هذا المخطط و التوكيل إن كان من الصادقين,114,14:17.1,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/79a5002e-0b82-41bc-99d5-9ef92b92ea20,7073,21
1222281428,FALSE,finalized,3,4/28/2017 09:51:10,0,0.6787,أزمة اليمن تعود إلى طاولة الحوار,ردك على تعليقي أيضا لم افهمة هناك الغاز كثيرة وأخطاء إملائية خربت الموضوع كلة,77,41:10.9,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/7d6e6da7-9236-4f63-8ee8-eb16564d488f,6238,14
1222278794,FALSE,finalized,3,4/27/2017 15:37:03,0,1,مصر.. الانفراج السياسي هو الحل,ليت قومي يعلمون.,16,54:06.6,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/82136cf6-2204-4881-8ebd-188493ff19fc,902,3
1222290080,FALSE,finalized,3,4/28/2017 20:49:36,0,0.6689,فلسطينيو الكويت بعد ربع قرن من الاجتياح العراقي,الحرس الأميري الذي كله من البدون؟؟؟؟؟؟,38,02:46.3,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/878588a5-f3e3-4f62-9050-f2c722bfba1a,23926,6
1222302806,FALSE,finalized,3,4/30/2017 15:06:30,0,0.6884,"الاعتدال الإسلامي السني ""المحرم""!",لوريم ايبسوم,12,44:24.1,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/8bd0b847-defa-47a1-99b6-2ee79f45e31b,49438,2
1222302774,FALSE,finalized,3,4/30/2017 14:55:48,0,0.6779,"الاعتدال الإسلامي السني ""المحرم""!",إحترامي كاتبنا وإن في مقالتك إنه,32,39:46.7,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/8bd0b847-defa-47a1-99b6-2ee79f45e31b,49350,6
1222308125,FALSE,finalized,3,05/02/2017 06:51,0,0.6587,ماذا حققت عاصفة الحزم؟,الحرثيين جزء من ايران,21,43:53.7,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/94766373-609c-4388-948c-7d63c0523edf,60586,4
1222308765,FALSE,finalized,3,05/02/2017 13:12,0,1,إريتريا.. بوابة إيران بعد السودان,اعتقد ان الصحفيه مني لم تكن موفقه في النسب 36/ & 63/ & 1/ وفي عدد السكان  3.2.,78,38:53.5,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/985e8782-34c6-41c2-9a3c-ff9f98c361c3,61893,18
1222308710,FALSE,finalized,3,05/02/2017 13:02,0,1,إريتريا.. بوابة إيران بعد السودان,ما أختلف عنه مع الكاتبة مني عبد الفتاح عن نسبة المسلمين في إرتريا  وهذه النسبة ليست صحيحة وعليك ان تتأكدي من هذه النسبة وأتمنى ان تصححي  خطئك  وهذا ما نتوقعه من كاتبة  سودانية   متميزة. وشكرا,191,15:08.4,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/985e8782-34c6-41c2-9a3c-ff9f98c361c3,61789,35
1222308641,FALSE,finalized,3,05/02/2017 13:24,0,0.6526,إريتريا.. بوابة إيران بعد السودان,تحياتى للكاتبة ...من اين حصلتي علي إحصائية التعداد السكانى اللتي تشير الى نسبة المسلمين 36% و 63% مسيحين ؟. ارجو التوضيح .... وشكرا,131,42:22.7,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/985e8782-34c6-41c2-9a3c-ff9f98c361c3,61672,23
1222308626,FALSE,finalized,3,05/02/2017 12:30,0,0.6652,إريتريا.. بوابة إيران بعد السودان,"اختلف مع الكاتبة ان ارتريا اكثر سكانها من المسلمين ونسبة المسلمين 65 % في المائة. وارتريادولة عربية ومنهادخل الاسلام الى افريقيا, ولاتسمع وتاخد من رئيس مسيحي يكره الاسلام ان ارتريا ليست عربيه.",192,56:00.8,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/985e8782-34c6-41c2-9a3c-ff9f98c361c3,61636,32
1222308542,FALSE,finalized,3,05/02/2017 11:31,0,0.6431,إريتريا.. بوابة إيران بعد السودان,انت عربي فقط و لست بمسلم,24,12:08.1,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/985e8782-34c6-41c2-9a3c-ff9f98c361c3,61470,6
1222308530,FALSE,finalized,3,05/02/2017 11:29,0,0.6723,إريتريا.. بوابة إيران بعد السودان,البيانات الإحصائية الواردة في المقال غير صحيحة 6,48,20:03.6,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/985e8782-34c6-41c2-9a3c-ff9f98c361c3,61448,8
1222308489,FALSE,finalized,3,05/02/2017 11:13,0,1,إريتريا.. بوابة إيران بعد السودان,نسبة المسلمين في ارتريا قرابة70% موقع زي قناة الجزيره المفروض تنشروا معلونات موثوقه نتمنى انكم تعدلوا المعلومه,110,47:18.8,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/985e8782-34c6-41c2-9a3c-ff9f98c361c3,61385,17
1222304355,FALSE,finalized,3,4/30/2017 23:35:40,0,0.6779,هل يشكل البرلمان المنتظر تحديا للرئيس المصري؟,عبقرية الكاتب مع الإحترام له تتجلى في قدرته على تناول الأمور الهزلية بمنتهى الجدية.,83,45:29.0,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/9c62b1dc-29c9-423c-885a-cf37cf8b39d5,52592,14
1222294652,FALSE,finalized,3,4/29/2017 11:53:44,0,0.6702,عام على سقوط البوابة الشمالية لصنعاء,فهذا رجل جاؤوا به من خلفه!!!,28,52:07.5,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/9f6d0509-8e63-4ad7-96f4-8203f3533e0f,33225,6
1222294629,FALSE,finalized,3,4/29/2017 11:19:24,0,1,عام على سقوط البوابة الشمالية لصنعاء,لابد من تفويضي لصلح شامل يرفض العدوان ويجبر الضرر بشكل عام ويحافظ على الوحدة اليمنية الاندماجية ورفع المطالب بما فيها المطالب التاريخية من خلال مشروع حضاري عظيم .,162,43:42.3,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/9f6d0509-8e63-4ad7-96f4-8203f3533e0f,33186,28
1222306990,FALSE,finalized,3,05/01/2017 18:48,0,1,"الدولة ""الساقطة"".. ساقطة",هل يوجد سقوط مما ترين  يا  نور,30,36:55.8,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/9ff797e7-7e3b-4cff-b164-0aaf8a76b1e3,57950,7
1222306933,FALSE,finalized,3,05/01/2017 19:11,0,1,"الدولة ""الساقطة"".. ساقطة",واااااااااااااااوووووووووووووووو عظيم,37,21:32.6,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/9ff797e7-7e3b-4cff-b164-0aaf8a76b1e3,57850,2
1222306858,FALSE,finalized,3,05/01/2017 18:19,0,0.6748,"الدولة ""الساقطة"".. ساقطة","انا ارى انه من الافضل ان يكون عنوان المقال "" الانظمة الساقطة "" او ""الحكومات الساقطة"" لان الدول لاتسقط.",102,05:12.1,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/9ff797e7-7e3b-4cff-b164-0aaf8a76b1e3,57647,19
1222303641,FALSE,finalized,3,4/30/2017 20:26:46,0,1,"جريمة ""القديح"".. السعودية عصية على الطائفية",فرانكنشتاين ينقلب على صانعه,27,55:08.5,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/a1233294-1ca8-4767-9639-309adf03bdd9,51135,4
1222303555,FALSE,finalized,3,4/30/2017 19:56:47,0,0.6535,"جريمة ""القديح"".. السعودية عصية على الطائفية","قال مرتين لوكارتين: إن أشد الأماكن حرا في جهنم محجوز لأولئك الذين يقفون على الحياد في أوقات الأزمات الكبرى!"".",109,55:02.6,,www.aljazeera.net/home/getpage/6c87b8ad-70ec-47d5-b7c4-3aa56fb899e2/a1233294-1ca8-4767-9639-309adf03bdd9,50991,19
