,id,label,3-Class,6-Class,text
334,1134961239027855361,0.0,C,C,@aseelab7 على فكرة الصوفيين منهم علماء واكابر،، مشكلتنا ما بنفصل بين الصوفية الخديثة والقديمة،، بنحكي ان شاء الله
335,1150867041504698368,0.0,C,C,@nabilelhalfawy الجزائر بلد ليس ليس عربي يا هذا الجزائر بلد امازيغي. انصحك بقرائة التاريخ.
336,1153065561506689024,0.0,C,C,@KhaledMazhuukn المذهب الاباضي قريب من المذهب السني وبعيد جداً عن مذهب الشيعة الاثنى عشريه في ايران .. كيف دكتور ولا تعرف هالمعلومة البسيطه ؟!
337,1133803467959611392,0.0,C,C,@MyofficialA1 الصوفيين ناس في حالهم ولايؤذوا أحد  على حد علمي والله أعلم   اما خلاف السلفيين مع الصوفيين   ده موضوع تاني
339,1159683033806585856,0.0,C,C,السوريين شعب انخلقوا راقيين ورقيقين القلب 🇸🇾♥️
344,1147292090226925569,0.0,C,C,@4__sw الله على هالجمال ، الله يرد على اليمن السعيد أمنه وأمانه ويسعد أهلها بجنة الدنيا على أرضها.
345,1168187876858896386,1.0,H,NH,@Fahd_Alshelaimi ههه السعوديين شعب غبي وجنس عاطل...
346,1166493103521456129,0.0,C,C,@Qjqjz53aHFAoeux الحريم دقيقات بشكل محد يتصوره 😂😂😂🚶🏻‍♀️
347,1148291084713439233,0.0,C,C,@eeooo__ @smaljohani بعدين ترا بامكاني ازوج قطوتي ولين ولدت خليت الاناث وبعت الذكور وتاجرت فيهم ماهي موقفه على اني اتبنى 😂
348,1158165430156111872,0.0,C,C,@HAMADA___SY مع حرارة النار يسقط كل معدن غير الذهب فان شتمت العرب فاعلم انك خسرت دينك ودنياك
351,1118565425196032001,0.0,C,C,@RGhaili اعتقد ان الغرب والشرق يحتوي اي اهبل وعديم بصيره يحقق لهم مصالح اوطانهم يكون سني او شيعي او علماني .ففي 2011 استعانو بالسنه والمثقفين لتدمير اوطانهم بينما استعانو في 2003بالشيعه لنفس الغرض .
352,1177707074467368960,0.0,C,C,"@rabbiiyusuf نحن ليس لدينا اعتراض تكون يهودي او غير 
اعتراضنا على احتلالكم ارض غيركم فقط"
353,1174444016420757510,0.0,C,C,"@anaswahalaa هذا من طيب اصلك اخي ونخوتك ووقوفك بجانب اشقائك اليمنيين انما يدل على طهر تربة بلدك الاصيل والعزيز وليس بغريب على شعب الاردن العزيز والوفي ونحن كيمنيون نكن لك ولبلدك كل الاجلال والاحترام والتقدير 
سلمت اخي العزيز"
354,1147901468835536898,0.0,C,C,@HashKSA ويلوموني في حب المصريين  ❤❤ شعب وفي ومضياف وقلب طيب وابتسامة دائمة 💞💕💋
355,1142260397833146369,1.0,O,O,@sus_c1 @monther72 نحب العمانيين اي نعم لكن الشرفاء والكرام أما إنت وقد أظهرت عفنك هنا فنحن نعرف ندر عليك وناطى فمك ونمرغه في الوحل وخلي قردوغان وخامنئي وسرابيت قطر ينفعوك ، بتجيبوا الكلام لنفسيكوا ليه 🤣🤣🤣
357,1134946732276629504,0.0,C,C,#Liverpoolغريب حالنا كعرب نفضل أن يحتفل لاعب يهودي أو مسيحي بالصليب أو بقرون الشيطان أو الرقص ،ولا نرضى تألق لاعبين عرب ،واحدهم يسجد والآخر يرفع يده شكرا لله
358,1165547600700956672,0.0,C,C,@Ghanou36777266 والله شعوب المغرب العربي كل شعب يتميز بطابع ويتفرد به يعني التوانسه التحضر والجزائريين التضحيه والتدين والمغاربه الطيبه
359,1155105668250161153,0.0,C,C,"@fahadaah @s0mt1395 @HashKSA لكل فعل ردة فعل مساوية له في القوة ومعاكسه له في الاتجاه 😎☝
فلا تظلموا الخادمات الاثيوبيات في منهم الزينات لكن الافارقه عموما شعوب لا ترضى الذلة وحتى ان عملوا خدم او خادمات في حدود الوظيفة 😎✌"
360,1150910532779724800,0.0,C,C,"@fq9YPyerJZLwYW7 @hhh_99 @ahmad_helali @internet997 @QzFlgeCAHu4oybt @JwoaAj @SaeidAMQ @506MBS @W_abokhaled @DrSaeedalmatraf @ibnofargad @AbdullahMBS_Ksa @khalleed2021 @_tahtem @almarwani_turki @mohe_sa @MOISaudiArabia @makkahregion كلمة موروث تعني الارث التاريخي فهل المزمار ارث من الاجداد ام فن دخيل علينا مصدره الحجاج الافارقه !! 
لايصح ان نقول موروث وهو لم يؤخذ من الاجداد اهل البلد."
361,1121925740386238469,0.0,C,C,"@SAlmonthri @ragishokry أغلب مصادر معلومات المصريين أو العرب المغيبين عن الشيعة من قنوات مصرية وخليجية موجهة ومن أشخاص جهلاء بيدعو أنهم شيوخ دين! 

أسف على التدخل :)"
362,1177977218271731712,1.0,H,GH,@is_i25 الذكور العديمي الرجولة والرحمة عبارة عن زبايل تمشي
363,1157363926843240448,0.0,C,C,"صديقتي القصيمية مصورة طابور ستاربكس وكاتبه : ""تتوقعون كم يطلع بالشهر؟""

- القصمنج مايخلون سوالفهم"
368,1171925569275084800,1.0,H,GH,@AJArabic والله انكم مثل الحريم اكبر مافيه لسانه.     قناه اوسخ من الجزمه.
370,1154087355411812352,0.0,C,C,@ChawRas00941563 @naifco @msstol @KACND الله مع الجميع مو بس الاكراد .. والله يغنينا عن عباده
371,1165709267422384129,1.0,H,NH,@bahalkarbalia السعوديه ماعدهم اي اسلوب شعب يفتقر للاخلاق والاحترام حالهم حال ايران نفس الاخلاق ثنينهم زباله بس ذول شيعه وذول سنه 🤦‍♀️
373,1138219340107526145,0.0,C,C,"@Ba13Nouf عندي موظف اردني من بدو الاردن
من شهر وهو يقول الدنيا قايمة على الملك بخصوص زوجته وولي العهد الي خواله فلسطينين.
على كلامة ان رانيا وعايلتها بالعين الاردن من تجارة وغيرها."
374,1139254392597749760,0.0,C,C,"@akramali85 @kashmaa1 نعم كل الاردنيين سعوديين وان لم يحملوا جنسيتها وما يجري على اخواننا السعوديون يجري علينا،
اللهم احفظ بلادهم من كل سوء.
والنعم فيك يالنشمي"
376,1147652450012270592,0.0,C,C,@Fahad2lil هالكلمة ما يقولها الا البدو.. واحد جاي يقدم على توظيف ويتضيعف يقول تدري ما يصرف علينا الا اختي وانت بكرامه.. طبعا ابوي طرده بعد ما عطاه محاضرة
378,1146894113826136080,0.0,C,C,@PoliticalGulf سبحان الله كانوا يبونها الدولة الفاضلة ناصعة البياض وعديدة السكان وانقلب السحر على الساحر وكلن له يوم الأفارقة انتفضوا ومن قبلهم طوائف يهودية تُعد طبقة دونية، وينهم من الحضارة والعدالة ✋🏻
379,1148001035564265477,0.0,C,C,"-
والله الانثى مسكينة رفقاً بقلوبهن يا معشر الذكور ، لا تقارنون بينها وبين انثى ثانية لا توجعون قلبها لا تصير عينكم طويلة وهي عندكم ، اقسم بالله الغيرة مؤذيه وقد تسبب انفجار بعروق القلب الغيره تاكل القلب اككككل ، تكفون ارفقوا فيهن ."
380,1142117712195477504,1.0,H,NH,@sattam_al_saud حاولنا إقناع  حمار بانه سعودي. رفض.  ....
381,1149829580741652480,0.0,C,C,"@isulshow @h_jarr أكيد تقدر تتشرط والحمدلله ماحد قال عكس كذا!!! 
لكن من الأساس مؤسف إن الوحده تضطر تشرط بعقد زواجها شرط مثل هذا (جميل وبسيط من أقل حقوقها كإنسانه) طبعاً لأنه فيه بعض الرجال وللأسف يستعبدون المرأه ويمنعونها حتى من هالشي تخيل!"
382,1139870747105681408,1.0,H,NH,@m_ohmo @wafy883 @AlmhrA101 @Maaaa5ee5 انت يمني عبد الريال معروف من زمان لو اعطيك ريال قمت تلحس اصابع قدمي
385,1113560118396948481,0.0,C,C,@A_Bukhamsin @ahsssu اكثر شي يضحكني على نفسي كل ما اتذكر اني صليت في مسجد شيعه في دبي وطلعت من المسجد ورحت عدت صلاتي في مسجد سنه حسبت صلاتي في مسجد الشيعه ماتقبل 😂😂حسبي الله عالجهل اللي كنت فيه بسبب ذولاك 🙈
386,1163560723345223680,0.0,C,C,"@Nawal_nanas @re_2024 انا ما قلت ربوت 
بالعكس انا مع حقوق المرأءه 
الحياة انسجام فكري وليس أوامر"
387,1139296660025221120,0.0,C,C,"المسلم ليس مطلوبا منه أن يتمذهب بأي مذهب  ، ولا التقلد أو التقيد بأي شيخ أو إمام ، اشتري عقلك واربح حريتك فالاسلام ليس شرطا ولا واجبا فيه لا سنة ولا شيعة ولا حنفي ولا حنبلي ولا معتزلي ولا سلفي  المهم ضميرك وإيمانك و صلاتك وصيامك وزكاتك واتقاء الله في معاملة الناس. 
#نصيحة_بذهب"
389,1145829158708289537,0.0,C,C,"ركوبي على الباب الايمن ف السياره يخليني منتبهه لاي حركه من السايق وملحه فالسؤال عنها ! 
لكن بعد ماساقوا الحريم صرت منتبهه للسيارات اكثر من الشخص اللي يساري 

يبدو لي انها عنصرية نسويه اكثر من انها ثقه بالشخص المقابل 😂"
392,1139678928392609794,0.0,C,C,"مساكين القصمان اكثر من يتعرض للعنصرية و الطقطقه و مع ذلك يضحكون معكم 🚶🏻‍♂️😭💔

 #محمد_عبده_بالقصيم"
393,1127188163498319877,1.0,H,NH,@ALgenral1818 اسوء وانذل وأحقر واوسخ شعب عربي اللبنانيين والفلسطينيين مهما عملت فيهم بضلون أنذال
395,1164622755460997120,0.0,C,C,@_t8t87 اللهم له الحمد الأسلام كرّم المراءه من قبل 1400 سنة لكن العيب في اللي كان يغيب حقوقها
396,1174105777897922560,0.0,C,C,@mriam99660 انتم تخقون علشانها ضابطه المكياج والروج وراسمه الحواجب صح اما نحن محشر الرجال نعرف انه كللله بويييه تغسل وجهها تطلع فيفي عبده احلى منها 😂😂
397,1145812945907212291,0.0,C,C,@AbdullahZ99 والله بالعادة هالسالفة عند الحريم لاتصدمني وتقول انتقلت عند الرجال بعد 🙈
398,1150837743200735232,1.0,H,RG,يلعن امك يامسيحي https://t.co/FHzJHK1ZAN
399,1132070336382590976,1.0,O,O,حكم مصري مجنون الكروت عنده اسهل من شرب الماء🤪
400,1121918465722527744,0.0,C,C,"@fadelhodroj1968 أولا أنا عشت في البحرين فتره من الزمن ومعلومتك عن ان 80% من اهل البحرين شيعه غير صحيحه
ثانيا قول شيعي وسني وصوفي وجوالي غير صحيح ومن ينادي بتفريق المسلمين يقول الله تعالى فيهم ( ان الذين فرقة دينهم وكانوا شيعا لسا منهم في شيء إنما أمرهم إلى الله ثم ينبئهم بما كانوا يعملون )"
401,1139468113924304896,1.0,H,NH,@Jrlhe وش اسوي هذي الحقيقه ما عمري شفت كويتي صدره وسيع وما عمري شفت كويتي يفكر صح وما عمري شفت كويتي متعلم كلهم قرود.
402,1150464504762970113,0.0,C,C,@Ayoubi26 اصدقائي الأكراد كذلك أعرفهم وعوائلهم وحرصهم على الدين ، و أخواتنا من بناتهم ونسائهم : احتشام وصلاة وصوم ، لم أعهد أن رأيت منهن من تصافح  عربيا أو  كرديا ليس من محارمها .
403,1113945230707961857,0.0,C,C,"بالنسبة لي 
أرى أنه اليوم الذي رفع فيه المسيح يوافق غدا 
سنحتفل ونصلي وندعي 

مبتدع مطور هجين بين ليبرالي وصوفي 
#ليبرالي + #صوفي = ليبصوفي🤣"
404,1149797816866430981,0.0,C,C,"@PierreABISAAB حسب توقيت كل تغريدة يبدو ان اللص الصهيوني لطش الفكرة من ""محب الحياة"" اللبناني"
405,1114188350754316289,1.0,H,RG,@AzmiBishara عليك لعنة الله يامسيحي ياملحد لاتوالي العرب ولاتريد الخير لهم فعليك وعلى من جابك لقطر الخيبه والهزيمه والفشل 😡😡
407,1153787152523653121,0.0,C,C,واحد كشفني اقرا روايه لكاتب يهودي بس مات عام ١٩٤٢ يعني قبل التهجير وقبل الاستيطان اللي صار لفلسطين
409,1162149407032258560,0.0,C,C,@Al_anoudM @TyfKattan والنعم فيهم ،، قبيلي او حضري كلنا أسرة مع بعض وعايشين بدولة وحده 💜
410,1141198834661502981,0.0,C,C,"علمونا اللغة الفرنسية، والآن نتعلم الروسية والإيرانية، وللضرورة التركية والألمانية.. 
فأي شعب محظوظ نحن السوريين.. اللهم لا حسد."
412,1134769780345491457,1.0,H,RG,@AzmiBishara لعنة الله عليك يايهودي الى يوم الدين
413,1136781875693969411,0.0,C,C,@TheFeud انت مش كويتى اصلا انتى ايرانى شيعى اخوانى قطرى كوكتيل يعنى
414,1157608704084271104,1.0,H,EH,@m_alshurmani غباء البربر الله يزيدكم غباء وبلاهة
416,1138848939707437057,1.0,H,NH,@888_abo @sukinameshekhis من اسمك سعودي يعني مخنوث
417,1144335279328813056,0.0,C,C,المفروض الكل ينتبه ويتجنب اثارة الكلام الذي يؤجج ويشعل ويشوه صورة المواطن العماني ... وايضا الردود التي تنم عن شيطنه وكأنها هى الحل ... تعودنا على ان عمان حاضرة في كل مكان بهدوئها واتزانها وضبط النفس ... لذلك الانتباه الانتباه مع معالجة الامور بالشكل الصحيح ...
419,1137498099356721153,0.0,C,C,"@v1i1i1 
مع اني ما اتوقع لحقتي الشي هذا بس زمان كان جمعات الحريم مافيها سفره معجنات وسفره موالح وسفره حلا كلها شاي وقهوه وتمر وبقل وخبز وكراث وبصل وجرجير وخس واحلا جمعه مع شيئا من الحش للتهظيم 😁"
420,1173305890465861632,0.0,C,C,"يعجبنى جدا الشعب التونسى 
شعب واع مثقف مستنير رائع وجميل.
     إنه الآن يعزف تلك السيمفونية الرائعة فى انتخابات رئاسية حرة تؤمن بالتعدد والتنوع الفكري والثقافى والاجتماعى.
   لقد نجحت التجربة الديمقراطية في تونس.
     فهنيئا للإخوة التوانسة.
  لكم أطيب المنى بالتقدم والرقي."
422,1172223858902032386,0.0,C,C,"@Sarah_Ahmad111 الفلسطينيين مثل السوريين ، منهم المؤيد و منهم المعارض . لكن الاعلام أبرز الفلسطيني المؤيد و المعارض اعلامه أضعف .
مخيم درعا من بداية الثورة مع الشعب ، اليرموك ، الرمل . 
فصيل أكناف بيت المقدس أسسوه الفلسطينيين و حارب النظام و داعش ، و السواد الأعظم منهم انخرط مع الفصائل السورية ."
423,1157387455605157889,0.0,C,C,"◼️مــتــابعـــة::
جيش الاحتلال: اعتقال فلسطيني بعد أن عبر السياج الفاصل مع الاراضي المحتلة شمال قطاع غزة"
425,1154734830535544832,1.0,H,EH,@mansour_y اصلا احنا العرب خلينا من البربر بشر
429,1141589189617770496,1.0,H,NH,@chemistryth83 @AlArabiya شعب سعودي معروف عند أغلب شعوب  أنهم عيال متعه
430,1157433905101889537,1.0,H,RG,@AliHa74 @AlziadiQ8 @_i702 قاهر الشيعه صدام حتى وهو ميت رغم انه كان مدلعهم بس هم جنس وصخ شف لما حكموا العراق. رجعوا العراقيين للظلام والجهل والتخلف واحتلوهم الايرانيين وواطينهم بالجزمه
431,1155263646647431169,1.0,H,EH,امقت الشوام الله يمحيهم
434,1126185865573695488,0.0,C,C,@iSvaud9 ارض القصمان فيها بركة عاد وش اسوي
435,1155956342160424963,0.0,C,C,@shokhan21 شكرا لك انا من محبي الاكراد ولكن لا اعرف كيف التواصل معهم احتاج جدا اتعلم الكثير عنهم وعن لغتهم
437,1169543522283917314,1.0,H,EH,"@AlArabiya أنهم العرب وتلك شيمتهم القتل والخيانة حتى على طاولة الطعام
بدو بربر مهما تغيرت ملابسهم أو أسباب معيشتهم يعيشون على موروثاتهم الهمجية الوحشية هكذا تاريخهم لقد قضوا على كل الخلفاء الراشدين قتلا
ولم ينج من سيوفهم سوى ابي بكر
الصديق وكان هذا لكبر سنه وكونه
أول خليفة بعد وفاة الرسول"
440,1146930241060954113,0.0,C,C,مابي اكون مذهلة ولا سيدة كل البنات بس ابي اسافر
441,1157076776356417537,0.0,C,C,"@MAlsubiae @aliyahalduyiss كنت اتمنى وما زلت اتمنى ان يمر موقف من احد المطبلين يكتشف فيه ان زوجته او بنته او اخته واقفه امام الجوازات لإستخراج جواز سفرها دون علمك يا (رجال) 

الى هذا الحد تتغير قناعات ومباديء (الرجال)!!!"
444,1135846639351021568,0.0,C,C,إن الصوفيين يحبّون اللّٰه، لا خوفًا من العقاب في نار جهنم، ولا رغبة في الثواب والمكافأة في الجنة، بل يحبّون اللّٰه لمجرد محبته الخالصة، محبة نقية وسهلة، غير ملوّثة، خالية من أي مصلحة.
447,1139938294849069056,1.0,H,EH,@thesspecial هذولا هم الشوام اقذر ناس وتراي اعمم انا يعني مهي وحده الجميع قذر
448,1161614371707133952,1.0,O,O,@alhajri_ali ياخي انت حيوان تافه ما ابغى اقول إنسان لأن الإنسانية منزوعه منك دامك تشبه هذي الأشياء بدين الله ودامك تنكر المعروف ياخي مثل أشكالك عار على السعوديه اصلن تنجسها بذكرها على لسانك ياخنزير
452,1163592852984799232,0.0,C,C,ارجو من جميع السوريين برا وبحرا وجوا أن ننسى او نتناسى كذبة امة عربية وامة اسلامية فهما مجرد وهم عشنا به طويلا
454,1117907282904281089,0.0,C,C,اخوي بيتخرج قريب ومو عارفة وش اجيب له الأولاد هداياهم صدق صعبة
455,1164245069198700544,0.0,C,C,"المغاربه طلعو يسمّون السمچ ""حوت"" 🙃"
457,1167145003103268864,1.0,H,EH,"@1300_MAR @RTarabic القرار الأفضل عندما نبيعكم لأسبانيا و نقبض ثمنكم مثل ما بعنا اسلافكم البربر في سوق النخاسه
لعنكم الله ما أعظم ما تحمله صدوركم النجسة من حقد و حسد"
459,1154156694928277507,0.0,C,C,"@Hani05999ag @shuq_0 @FeministMEYA @BEDOUR_Ork نسبة البطاله للنساء اكثر بكثير من الذكور
. 
بالنسبة للمطاعم ترا الذكور هم الي يسمحون لها تتخطى دورهم 😂😂
. 
و نفسي اعرف كيف فضل الدين الأنثى عن الذكر"
461,1117923268109975552,0.0,C,C,للأسف فقد الشعب هويته الوطنية و أصبحت الهوية الطائفية هى الأساس و أصبح المسلم يتبع السعودية أو قطر او حتى تركيا اكتر من بلده و فى حين أصبح المسيحي يري فى أمريكا او فرنسا او غيرها الدول المخلصه من ظلم الاغلبية فأين هويتنا كدولة مستقلة لها هويتها وفكرها التنويرى #كلنا_مصريين
462,1158148791054340096,0.0,C,C,اكره الحريم اذا جاوا يسلمون ياكلون خدك اكل ويكسرون اسنانك من قوة التسلم .
469,1164427880635518976,1.0,H,NH,@Love_akuwait @kalakashra الاتراك سرقوني وكانوا يشتمون العرب امامي شعب قذر والاقذر منهم السوريين والفلس طيزيين المشردين
471,1155240810587316225,0.0,C,C,@FattahFattah62 الشيعة بتحب العباس و الكثير والكثير من آل البيت.. هل كانوا كلهم من فارس
472,1135057353114574848,0.0,C,C,"السلفيين لامناصب لهم في الدولة ومع ذلك تجدهم صابرين محتسبين
أما المتلونون يأكلون الغلة ويسبون الملة ويحرضون على المؤسسة العسكرية"
475,1116128227695693826,1.0,H,GH,@AlwatanNews24 @AjelNews24 بنات الكلب الحريم لو تقوله اطبخيلي ولاحطيلي قالت تعبانه جب شغاله لكن خله يطلع سوق عمل تنشط بنت الكلب تطلع قوته
476,1138588840153767937,0.0,C,C,@benzohraAEK هذه الخلايا السرطانية هي التي كانت في توقيف الأئمة السلفيين ومنعهم من إقامة المحاضرات والدروس الفقهية العامة .....نسأل الله أن يكفي المسلمين شرهم
478,1137125835184517120,1.0,H,RG,@AJArabic لعنك الله انت وجميع الشيعة في هذا العالم
479,1164947861844484096,1.0,H,GH,"@il_na11 انتي الغبيه اللي اعطيتي شخص اكبر من حجمه وعشمتي نفسك فيه حطي في بالك ""كل الرجال وصخين لين واحد منهم يثبت العكس"""
481,1154121169542553600,1.0,H,EH,@Muna___25 البربر ع اسمهم لا ادب ولا حياء ولا احترام لقانون البلد الي مستضيفهم حتى فرنسا امهم الاخرى لم تسلم من بربرتهم
482,1137082343997526019,1.0,H,NH,@NasserAlsaad12 ربعنا يدرون ان العراقي  لو تعطيه عيونك  ماينفع  فيه  ،،،بس شنو نسوي لربعنا  اذا نصحتهم قالو انت شعرفك هذي سياسه  ياعمي اي سياسه هذا عراقي هكري ملعون خير
483,1145759141861974016,1.0,H,NH,"@h60763288 السوري والسعودي بلطجية مجرمين!
عملو كل الفساد مع شركائهم اللبنانيين الخونة!!"
487,1165383927122604033,0.0,C,C,@kefah1298 تدرين اني احسب القصمان و اهل الرياض و الزلفي ذي مدري اش اسمها كلهم جماعة وحدة 😑
488,1147905112595210240,0.0,C,C,وانا اقرا اسماء العشرة الاوائل القطريين كانت بنت احد الاصدقاء من ضمن القائمة ، واثناء اتصالي له للتهنئة فاجأني انه تقدم لقبول ابنته في احدى الجامعات في قطر وتم رفض طلبه ، البنت اجتهدت وتفوقت من اجل دخولها الطب لكن تفاجات بعدم قبولها .
489,1118193310999490560,0.0,C,C,الحين الشيعي السعودي إذا جته عين أو مسحور يروح لشيخ سني يقرأ عليه أو يروح لمعمم شيعي  ؟
491,1113917752400596992,0.0,C,C,@MMAY20011 الأكل اللبناني والسوري افضل كتير
493,1144979673010647040,1.0,H,EH,@jet_aviator اوسخ طائفة الشوام نجاسة تمشي ع الارض
495,1151246715615424512,0.0,C,C,@OULA_NEWS @rahman_madouh الله يعينه لبنان بلد صغير وطالع من حروب ويستضيف مئات الآلاف من اللاجئين  السوريين ومئات الآلاف من اللاجئين  الفلسطينيين
496,1146772603299880961,0.0,C,C,"@MTM5050 ولو فييه خير ماعافته وأجبرته بطريقتها على طلاقها !! 
أنا ضد التعميم !! وأؤمن بكيد المراءة إذا كرهت 💎"
498,1138221455223734272,0.0,C,C,@Aynd123 ذوق              مواليد الاربعينات والخمسينات والستينات والسبعينات والثمانينات هم الراقيين في كل شي وحتى في الحب والصداقه والامانه والكرم   واشكالهم اغلبيتهم جميله الذكور والاناث سبحان الله
499,1147225509098598400,0.0,C,C,أعتبروها لعبه كلنا ننغصب نلعبها،عموماً هذه اللعبه الاغلبية العظمى من الفائزين فيها هم الذكور،أما الاناث هم المسحوقين بهذه اللعبة والفائزات منهن قليل.
502,1136757306924896261,0.0,C,C,@Ya50151754Ya @68_All هؤلا من الشيعة الذي كانوا ماسكين مناصب فيما اعتقد في شركة ارامكوا
503,1147610532360253440,0.0,C,C,@History1060 @sadoun_aw @Dr_ibnrubbian وهل حدثتك بالصينية يا أخو.. العرب! بعدين وش مشكلتك مع البربر؟ ترى هذول هم من فتح الأندلس.. والا العنصرية بعد من مكارم الأخلاق!
504,1169512671781314560,0.0,C,C,اليمنيين معروف انهم لا يعتدون على احد فقط هم يدافعون عن انفسهم اليمن شعب مسالم لكن شرس في الدفاع عن نفسه
506,1112626374165049344,0.0,C,C,@ALAHLI_FC مرحبآ بالأشقاء التوانسه في بلدهم الثاني المملكه العربيه السعوديه وإذا ماشالتكم الأرض نشيلكم بعيونا والله يديم المحبه بين الإخوه العرب
507,1158302698997014528,0.0,C,C,"@Adamyousof1 @Lama2018p @Malcolm0mar اخونا الشوام عندهم كلمة معلم دارجة جدا وأظن انها أكبر درجة علمية عندهم ههههههههه
أما كلمة معلم في مصر لها مهنى اخر  ويقولون فلان معلم أي ليس له مثيل
ماشي يا معلم 😂"
508,1136396885671972864,0.0,C,C,@telk_nina كل التوفيق لاخوانا المغاربة والتوانسة والجزائريين مع مصر الفائز منهم كلهم واحد بالنسبة لي
510,1119599849324843010,0.0,C,C,"@hamzabob94 @Diamant__dz جميل انك بحثت ووجدت فيه روايتين 
ولكن انتظر منك عالم أمازيغي بمؤلفات امازيغية 
او اعطيني كتاب فقط علمي مكتوب بالأمازيغية"
512,1159893209683759105,0.0,C,C,"@Mofarreh1378 @jamalrayyan المسيحي واليهودي يؤمنان بالله
اذا كان الإيمان شرط الطاعه"
513,1140376522496385024,0.0,C,C,"تذكرت اليوم الأيام اللي كنت فيها اتابع  قناة وصال وصفا والمستقلة 
والمناظرات بين الشيعة والسنة 
المناظرات في اي مجال اثراء علمي غير محدود 
خصوصاً اذا كان المحاور جيد و الضيوف جهابذة"
514,1118098738088747008,1.0,H,EH,@DrZuhayyan افحص DNA ويا طرش البحر يا بقايا حجاج تلاقي هندي او افريقي يا دكتور ظريطان
515,1150743940355764225,1.0,H,RG,"@myfaith1112 @kasimf انت مسيحي  خنزير وش دخلك بدينا . 
انقلع وخلك بدينك"
516,1172276120764518406,0.0,C,C,هو يتكلم عن اهل البر وين المشكله بالموضوع ويتكلم عن عصر معين الناس اللي عايشين في البر يتلحفون السماء  #الفوزان_ينكر_شهادة_البدو_وهذا_دليلي
518,1149090743467859969,0.0,C,C,@ya_mamh @m9m0m @MaramOsama19 @Eyaaaad مافي شي اسمه (بدون أصل )كل الافارقه لهم أصول والامم كلها له أصول وقبائل من غير العرب ولكن تميز العرب بحفظ النسب لا اكثر
523,1133158797265047553,0.0,C,C,@almahrah_tv قناه المهرة فخر واعتزاز لابناء المحافظة ولجميع ابناء شعبنا اليمنى
524,1155806161649750016,1.0,H,EH,@1993joly اشغلونا هالاجانب ماغير يتدخلون في قضايانا الداخلية ، لعن الله البربر
526,1147292675764301824,0.0,C,C,@abu_ab2 @Ra2gh2ad @hih_505 @5oily @mutaher1976 طيب اذا مكه يعود تاريخها مليون سنه ..من اول من سكن مكه وصارو ملوك فيها 😂😂😂😂اليسو جرهم وقدمو من اليمن ذا يدل على ان اليمن اقدم من مكه ..المقصود في مكه اول بيت وضع في الارض لله وليس المقصود انها اقدم 😂😂حبيبي انت شكلك شارب سن كولا😂😂😂
530,1126980270069026817,0.0,C,C,#خالد_السيابي_في_ذمة_الله الصعود لقمة ايفرست لا يعني تحدي الطبيعه او الصعود لقمة الجبل فحسب، هو في حقيقة الأمر تحدي الذات. خالد استطاع ذلك، وانتصر على ذاته. مبعث امل وتحدي وطموح للشباب العماني. رحمة الله عليك اخي خالد
531,1171210883307048961,1.0,H,RG,@hfc_am1 لالا معليش شكلي بلعن الشيعه خلاص بوسخ لساني معد اقدر امسك نفسي ع اللعن اعوذبالله 🥺💔 هم بشر ؟؟
532,1138203844721217538,0.0,C,C,"@F200Y ثم مااذا 
لا يعلم مافي القلوب الاخالقها 
ومن يحبك  سيبادلك نفس الشغور واعظم ولاكن تبقي  حواء عظيمه في حبها  فقد  تنهار كل مشاعرها ولا تفصح عن مافي قلبها  يقتلها الشوق لهم ووتكابر لاجل بقاء هذا الشعور عظيما بقلبها  والحياه  جميله حين تتقاسم المشاعر نبض  الاحبه وشوقها وحديث القلوب"
534,1115010510133571585,0.0,C,C,@AbdullahK5 اللي ينتقد الارهاب المسيحي المتطرف ينتقد اولا ارهابنا الاسلامي العلني
535,1163156269475274754,0.0,C,C,@AJArabic تحيا مصر تحيا مصر انا افدي مصر بروحي شعب جبار محبكم من السعودية 🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬
540,1161598987637612545,1.0,H,EH,@sara_sb11 تفو عليك و على هالخلقه يا زباله ي حثالة لو فيك خير مايتوطونك ذا القصمنج يا رخمه وتطلع نفسك بهالشكل ، يا بدوي تعلم الكلام وتعلم النظافه وتعلم كيف تطلع بشكل لائق وكيف تمثل البدو و قبيلتك يارخمه لو فيك خير ماتلفظ عليك ابو نوره الزق ب سنابه وتضحك له يا عديم الكرامه
541,1121862239097708545,0.0,C,C,الاستقرار اكثر شي محتاجته اندية السعاودة اما كل ثلاث شهور مدرب والله ان نرجع وما نتقدم لو نحط ٢٠ اجنبي
542,1115025471551488000,0.0,C,C,@martinamiell بصفتي مسلم . لا أكن اي ضغينة لأي مسيحي أو يهودي . لكم دينكم و لنا ديننا أما بتمادي و سلب و تعدي على حقوق المسلمين لا تسمح بذلك . لأن ما يحدث في العراق و أفغانستان هو سلب للثروات ومن حق سكان أن يدافعوا على ثرواتهم و أوطانهم .
543,1116461579548151808,0.0,C,C,@maeenorg الأولاد نعمه من الله يجب الاعتناء بهم من جميع النواحي الدينيه والعلميه والاجتماعية والنفسية والترفيهية
545,1149425981976915969,0.0,C,C,لهجة الافارقة غريبه مره
